DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;14;30000;3349.9;15;13;1;13;25;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;25;30000;1495.0;10;8;1;5;25;0;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;26;30000;3813.0;15;13;1;11;25;-2;-1;0;0;0;1;0;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;28;30000;4231.7;15;13;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;32;30000;4130.9;15;13;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;25;45;30000;4263.6;15;13;1;1;25;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;4;30000;1676.8;27;13;1;1;26;0;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;5;30000;1988.1;25;13;1;13;26;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;7;30000;2516.1;25;13;1;1;26;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;9;30000;2884.4;25;13;1;1;26;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;13;30000;3436.1;16;13;1;1;26;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;14;30000;3317.9;25;13;1;1;26;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;24;30000;4118.7;16;13;1;1;26;0;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;25;30000;4143.1;15;13;1;1;26;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;26;30000;4187.4;15;13;1;1;26;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;28;30000;4390.4;16;13;1;1;26;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;32;30000;4387.2;15;13;1;1;26;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;26;45;30000;4415.6;15;13;1;1;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;4;30000;1742.4;30;13;1;1;28;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;5;30000;2013.7;30;13;1;5;28;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;7;30000;2570.4;25;13;1;1;28;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;9;30000;2939.3;25;13;1;1;28;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;13;30000;3465.9;25;13;1;1;28;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;25;30000;4226.4;15;13;1;1;28;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;26;30000;4318.7;15;13;1;1;28;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;28;30000;4579.5;15;13;1;1;28;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;32;30000;4611.1;15;13;1;1;28;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;28;45;30000;4618.5;15;13;1;1;28;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;4;30000;1840.2;30;13;1;1;32;-1;-2;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;5;30000;2184.1;30;13;1;5;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;6;30000;2467.0;28;13;1;1;32;-1;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;7;30000;2769.5;30;13;1;1;32;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;9;30000;3179.5;25;13;1;1;32;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;13;30000;3846.8;25;13;1;1;32;-2;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;14;30000;4006.8;25;13;1;1;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;17;30000;4633.5;25;13;1;1;32;-1;-2;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;20;30000;4409.6;25;13;1;1;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;24;30000;4709.8;25;13;1;1;32;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;25;30000;4896.7;16;13;1;1;32;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;26;30000;5053.0;16;13;1;1;32;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;28;30000;4932.0;15;13;1;1;32;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;32;30000;5102.4;15;13;1;1;1;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;32;45;30000;5447.6;15;13;1;1;32;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;4;30000;2009.9;32;13;1;11;45;-1;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;5;30000;2322.7;31;13;1;4;45;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;7;30000;2787.0;30;13;1;11;45;-2;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;9;30000;3473.1;32;13;1;11;45;1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;13;30000;4146.1;32;13;1;1;45;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;25;30000;1872.4;8;8;1;11;45;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;26;30000;4731.7;30;13;1;1;45;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;28;30000;1806.7;8;8;1;12;45;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;32;30000;1833.4;8;8;1;9;45;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;13;45;45;30000;4306.9;30;13;1;1;45;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;5;28;30000;1425.5;15;14;1;1;14;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;13;13;30000;2605.2;15;14;1;1;14;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;13;14;30000;2719.3;15;14;1;1;14;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;13;25;30000;3203.1;15;14;1;1;14;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;13;26;30000;2373.8;8;14;1;1;14;-1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;13;32;30000;3384.1;15;14;1;1;14;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;13;30000;2761.9;15;14;1;1;14;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;14;30000;2939.6;15;14;1;1;14;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;16;30000;2977.9;15;14;1;1;14;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;25;30000;3539.2;15;14;1;1;14;1;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;26;30000;3695.2;15;14;1;1;14;-2;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;28;30000;3470.0;15;14;1;1;14;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;29;30000;3183.7;15;14;1;1;14;-1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;14;32;30000;3598.1;15;14;1;1;14;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;16;14;30000;3277.6;15;14;1;1;16;0;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;16;16;30000;3374.2;15;14;1;1;16;-1;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;16;29;30000;3829.6;15;14;1;1;16;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;25;13;30000;3385.2;25;14;1;1;25;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;25;14;30000;3425.6;25;14;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;25;25;30000;4271.8;15;14;1;1;25;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;25;26;30000;4188.1;15;14;1;12;25;-2;-2;0;0;0;1;0;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;25;32;30000;4344.9;15;14;1;1;25;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;26;13;30000;3597.7;25;14;1;1;26;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;26;14;30000;3560.5;25;14;1;1;26;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;26;25;30000;4601.8;16;14;1;1;26;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;26;26;30000;4360.7;15;14;1;5;26;-1;1;0;0;0;1;0;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;26;32;30000;4582.1;15;14;1;1;26;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;28;5;30000;2104.5;42;14;1;4;28;-1;1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;28;14;30000;3798.2;25;14;1;1;28;0;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;28;28;30000;4540.2;15;14;1;10;28;0;-2;0;0;0;1;0;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;29;14;30000;3691.8;25;14;1;1;29;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;29;16;30000;3858.8;15;14;1;1;29;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;29;29;30000;4547.9;15;14;1;1;29;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;29;32;30000;4798.7;15;14;1;1;29;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;32;13;30000;4051.1;25;14;1;1;32;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;32;14;30000;4198.5;25;14;1;1;32;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;32;25;30000;4895.0;15;14;1;1;32;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;32;26;30000;5153.3;25;14;1;1;32;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;32;29;30000;5019.7;15;14;1;1;32;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;14;32;32;30000;5195.4;16;14;1;1;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;4;4;30000;635.7;15;15;1;11;15;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;4;10;30000;1004.2;15;15;1;7;15;0;1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;4;15;30000;1135.8;15;15;1;10;15;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;10;4;30000;1234.7;15;15;1;12;15;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;10;10;30000;2135.2;15;15;1;10;15;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;10;15;30000;2345.6;15;15;1;9;15;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;15;4;30000;976.3;15;8;1;11;15;0;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;15;10;30000;2655.8;17;15;1;5;15;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;15;15;15;30000;3036.3;15;15;1;2;15;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;5;5;30000;887.8;15;16;1;15;16;1;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;5;13;30000;1221.8;15;8;1;15;16;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;5;16;30000;1392.3;15;16;1;1;16;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;5;24;30000;1116.7;8;16;1;1;1;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;5;26;30000;1400.7;15;16;1;1;16;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;7;3;30000;737.9;15;8;1;10;1;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;9;9;30000;1878.8;15;16;1;2;16;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;9;16;30000;1940.2;15;16;1;14;16;-1;-1;0;0;0;1;0;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;9;22;30000;2229.7;15;16;1;1;16;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;13;5;30000;1497.4;15;16;1;6;1;0;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;14;14;30000;3004.4;15;16;1;3;16;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;14;16;30000;3103.2;15;16;1;1;16;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;14;29;30000;3337.2;15;16;1;1;16;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;16;5;30000;1638.9;15;16;1;16;1;1;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;16;9;30000;2681.5;15;16;1;3;16;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;16;14;30000;3369.4;15;16;1;1;16;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;16;16;30000;3628.0;15;16;1;1;16;0;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;16;22;30000;3899.2;15;16;1;1;1;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;16;29;30000;2347.0;8;8;1;1;16;1;1;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;16;55;30000;2474.5;8;8;1;1;16;0;2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;22;9;30000;2994.7;25;16;1;12;22;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;22;16;30000;3724.7;18;16;1;1;22;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;22;22;30000;3906.2;15;16;1;15;22;-2;-2;0;0;0;1;0;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;24;5;30000;2150.5;30;16;1;7;24;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;26;5;30000;2227.3;30;16;1;8;26;-1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;29;14;30000;3917.2;18;16;1;5;29;0;1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;29;16;30000;4288.2;25;16;1;1;29;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;29;29;30000;5120.0;15;16;1;1;29;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;29;55;30000;5162.0;15;16;1;1;29;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;55;16;30000;5275.6;32;16;1;1;55;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;55;29;30000;5120.3;30;16;1;1;55;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;16;55;55;30000;4566.1;30;16;1;1;55;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;1;1;30000;65.7;15;17;1;6;17;1;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;4;30000;662.1;15;17;1;15;17;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;5;30000;765.0;15;17;1;6;17;-2;1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;13;30000;1098.9;15;17;1;1;17;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;17;30000;675.9;8;8;1;5;1;0;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;4;32;30000;511.6;4;8;1;17;1;-2;-1;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;4;30000;799.0;15;17;1;17;17;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;5;30000;931.9;15;17;1;5;17;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;13;30000;1358.0;15;17;1;1;17;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;17;30000;801.4;8;8;1;1;1;0;1;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;5;32;30000;619.9;8;8;1;2;1;0;-1;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;4;30000;1450.1;25;17;1;10;17;-1;-2;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;5;30000;1689.2;25;17;1;10;17;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;13;30000;2787.5;15;17;1;1;17;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;17;30000;1078.7;7;8;1;1;1;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;13;32;30000;1172.8;3;8;1;1;1;-2;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;4;30000;1599.2;25;17;1;17;17;1;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;5;30000;1886.0;25;17;1;5;17;-1;1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;13;30000;2925.7;18;17;1;1;17;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;17;30000;3232.5;16;17;1;1;17;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;32;30000;3692.5;15;17;1;1;1;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;17;35;30000;3731.7;15;17;1;1;1;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;4;30000;1985.0;30;17;1;9;32;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;5;30000;2372.9;41;17;1;2;32;1;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;13;30000;4283.3;25;17;1;1;32;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;17;30000;4752.5;25;17;1;1;1;1;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;32;30000;5587.6;16;17;1;1;1;-1;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;32;35;30000;5762.7;15;17;1;1;1;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;35;17;30000;4496.0;30;17;1;1;1;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;35;32;30000;3962.0;10;17;1;1;1;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;17;35;35;30000;4010.6;10;17;1;1;1;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;20;5;30000;2115.3;28;20;1;4;20;0;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;20;6;30000;2354.5;25;20;1;8;20;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;20;20;30000;3944.8;15;20;1;1;20;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;20;32;30000;4300.7;15;20;1;1;20;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;32;5;30000;2528.1;50;20;1;15;32;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;32;6;30000;2743.7;41;20;1;4;32;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;32;13;30000;1930.0;11;8;1;14;32;0;1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;32;20;30000;5137.4;25;20;1;1;32;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;20;32;32;30000;5706.0;16;20;1;1;32;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;9;30000;1237.2;15;8;1;9;22;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;16;30000;1361.4;15;8;1;22;22;-1;3;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;22;30000;2627.8;15;22;1;1;22;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;9;32;30000;713.4;15;8;1;7;1;0;-1;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;16;9;30000;1573.2;15;8;1;4;22;-2;2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;16;16;30000;2775.1;15;22;1;13;22;1;-2;0;0;0;1;0;1;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;16;22;30000;3969.2;15;22;1;1;22;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;9;30000;1384.6;12;8;1;17;22;-2;3;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;16;30000;3592.0;16;22;1;1;22;0;-2;0;0;0;1;0;2;1;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;22;30000;4230.1;15;22;1;1;1;1;0;0;0;0;1;0;2;0;0;1
